!Series_platform_id	GPL6885			
GENE	rna	Control~osteoclast~progenitors~1	Control~mature-osteoclast~progenitors~1	@OC_up
RTN4IP1	0.26713628	7.227281314	8.699465182	
TESSP3	0.044506414	4.648579885	4.794534461	
BC026682	0.013788814	4.678000665	4.723021871	
D030013I16RIK	-0.006933766	4.787227058	4.764226325	
YPEL5	0.079928877	5.370578581	5.677088255	
LOC548597	-0.067164023	4.760912396	4.543895458	
TCP11	0.073693539	4.725041213	4.973193246	
H2-Q8	-0.11274495	6.400019511	5.918157584	
SPEF1	0.091845789	4.937405502	5.26261238	
HIST1H3E	0.272940074	8.8496327	10.69480761	
AU015228	0.038114595	4.508654708	4.629624065	
HOXD12	-0.030855463	4.666678838	4.567718961	
KREMEN2	0.04817682	5.301359448	5.481719686	
9930021D14RIK	4.31E-05	4.628022933	4.628161598	
OLFR331	-0.062791522	4.703373537	4.502630013	
A930034L06RIK	0.089422756	5.035307813	5.35792698	
ARG1	-0.990258436	9.713529846	4.884704284	
TROVE2	0.235787962	6.665653985	7.850914403	
LOC433722	0.013001568	4.678394718	4.720837493	
PRPH1	-0.076018191	4.827436074	4.579141864	
INTS5	-0.092063476	8.165736531	7.660311825	
KLRB1C	-0.017020205	5.178862211	5.118006251	
DBF4	-0.315760413	10.66146418	8.563746828	
CXX1A	0.210898607	6.984055956	8.08498241	
USP47	-0.031111637	10.36189952	10.14062456	
EG435391	-0.073968134	5.028995425	4.777153321	
DEAR1	0.07289944	4.4719309	4.704222483	
SMG7	-0.081189037	9.451457813	8.933710266	
LOC433182	0.046629462	9.058088166	9.355966516	
AP3D1	0.169193307	10.07276268	11.32735657	
PPP3R1	-0.012084787	11.9097136	11.8102847	
LZTS1	0.155170948	4.943451452	5.505933489	
GM166	0.065865533	5.620711152	5.883736976	
EI24	0.034296793	10.35775933	10.6071822	
LOC620807	0.077997622	4.762681333	5.027813222	
SRRP	-0.051113803	4.726976468	4.562086512	
TBC1D8B	0.02525282	5.371640644	5.466669721	
LGALS6	0.050768835	4.535830557	4.69864757	
SCYL1	0.142579621	7.169624049	7.915422917	
OLFR329	-0.00706274	4.609509116	4.58694949	
ENPP2	0.536137121	4.608689437	6.687490653	
EG545929	0.029325079	4.568916769	4.662942939	
ARHGAP30	-0.224371728	11.9298108	10.21009245	
CLDN16	0.009386362	4.871077015	4.902937469	
LOC434019	-0.003246211	4.698183532	4.687601549	
PCDHA9	-0.008547411	4.686455143	4.658712722	
TICAM2	-0.624991925	7.687433396	4.981195985	
GM1661	-0.011426598	4.631865114	4.595245296	
PMCH	-0.036831204	4.880735989	4.757458511	
KATNB1	-0.124548058	5.301053007	4.861782989	
RMND1	0.353616939	8.873120982	11.34049711	
UGT2B36	-0.001821978	4.655524855	4.649636487	
CHIA	-0.00442535	4.698651339	4.684230061	
OLFR316	-0.030210276	4.692486376	4.595039362	
RPS12	0.004873106	14.88280207	14.93319174	
DSEL	-0.009581419	4.822279059	4.790292614	
OLFR318	-0.002884548	5.031837877	5.021767215	
CCIN	-0.101604118	4.87828608	4.54586375	
GM853	-0.046297221	4.665038779	4.517394777	
VDAC3	-0.013712023	11.9283222	11.81539253	
ACADVL	0.192151714	9.460710592	10.80996847	
EG432436	0.034461905	4.63622001	4.748541244	
OLFR1406	0.082887984	4.629851708	4.904234425	
4931417G12RIK	-0.037214768	4.842282421	4.718716843	
SPATA22	0.019919715	4.606475091	4.670658198	
A130038H09RIK	0.084533088	5.233491186	5.549907129	
LMTK3	0.031989666	4.534974224	4.636878031	
OLFR1094	0.190492296	4.824167542	5.506525029	
ADSS	0.018631175	9.506429443	9.630122986	
ROBO2	0.191865438	5.265601617	6.016001628	
AI894139	-0.31314761	6.155828837	4.952775628	
CYB5D2	0.100045349	5.946521455	6.374242303	
2310042D19RIK	-0.050069706	5.063756512	4.890688948	
6030405A18RIK	-0.001754014	4.583273311	4.577692249	
1110001J03RIK	0.177888863	9.324011641	10.54888894	
ENO1	-0.044305993	13.57288062	13.16208276	
1700039E15RIK	0.004082475	4.692291389	4.70561657	
STK3	-0.046699251	8.270163852	8.006430943	
SLC43A2	-0.29697101	6.363281152	5.177592998	
UHMK1	-0.026710394	6.132557058	6.019878614	
VWA1	0.008590734	4.582251654	4.609678451	
HNRPH3	0.021345922	5.996619519	6.086153388	
9330158F14RIK	0.078675684	4.833709101	5.10519028	
INPP5D	-0.060259738	9.47467418	9.086669742	
6030429G01RIK	-0.096695173	6.048981753	5.656194746	
RNU6	-0.047403142	10.46567334	10.1270638	
UPP1	0.647294463	6.014914419	9.426391088	
4933400C05RIK	0.002216163	4.568022993	4.575060822	
KLHDC8B	0.073091839	5.10395816	5.369724137	
BC014805	-0.029887487	4.751845934	4.654212299	
OLFR963	-0.023717073	4.686344703	4.609770651	
ARHGAP20	0.015392124	4.672385763	4.722609615	
SLC26A1	0.104858046	4.549438886	4.893168476	
NTN4	-0.015020812	4.881581693	4.830916549	
EG545391	0.018181223	4.587954644	4.646265935	
CDAN1	-0.151401222	9.028877193	8.12838398	
TOM1	-0.026621744	9.18168994	9.013632975	
BC013476	-0.012282844	4.673717599	4.634010545	
BC048502	-0.011254372	4.639786121	4.603654549	
USP26	0.010389925	4.767548132	4.802079018	
TRMT12	-0.044659531	5.045316011	4.891222861	
EG624367	0.011295387	4.952053297	4.991055509	
HSPE1	0.11093282	9.763097592	10.54422484	
CTSE	0.001918136	4.809441483	4.815853435	
WDR42A	0.073143886	4.92397566	5.180575429	
MTHFD1	0.035892562	9.29252041	9.526859164	
1110031I02RIK	-0.000423322	8.934576164	8.931951991	
OTTMUSG00000000712	-0.012172295	4.705969539	4.666347383	
4930563M21RIK	0.052445888	4.630481545	4.80227941	
EG666311	-0.082546405	5.012545788	4.733238483	
GGNBP1	0.013998156	4.586703136	4.631521025	
AGPAT4	0.151039217	10.35370388	11.49753568	
LHX4	-0.000327862	4.61243442	4.61138406	
ZFP764	-0.158606747	5.466861641	4.896664703	
BC085271	-0.041761897	11.11175728	10.79442923	
EG380907	0.010013043	4.548449715	4.580197738	
PCDHGA12	0.033477521	4.563181006	4.670541809	
IER5L	0.082434746	7.480705129	7.921184133	
L1TD1	-0.012417562	4.700850164	4.660476942	
OTTMUSG00000013918	0.021599406	4.592783738	4.662213062	
SLC29A3	0.042251019	8.638951953	8.895992163	
KRT7	0.205357683	5.084510688	5.863829016	
TFIP11	0.059609882	8.631567527	8.996102602	
SLCO2A1	0.063474343	4.605933705	4.8135551	
SLITRK1	0.156929537	5.099029521	5.686117115	
OLFR1309	0.090659018	4.622809343	4.923277114	
ZFP42	-0.060393444	5.047941181	4.84057849	
THEM2	0.127544555	11.32191147	12.36935193	
NID2	-0.713644726	7.853340428	4.784889568	
KLRB1B	-0.030760379	5.031872884	4.925510671	
ENTPD7	-0.05199155	7.824024576	7.546730146	
9530008L14RIK	-0.036410108	5.026807625	4.901281523	
9830169C18RIK	0.026579005	4.591533259	4.677093782	
XLR5C	-0.014812352	4.74679296	4.69820416	
4732415M23RIK	0.061165708	4.558936496	4.756809924	
SSTR5	0.071129317	4.685038987	4.922320179	
GORASP1	-0.067199	9.301366468	8.877600091	
EG433365	0.08796926	4.557254804	4.844411941	
BEX6	-0.058779477	4.741001019	4.551322065	
TSPAN4	-0.052835799	6.340605343	6.112234552	
PSMA5	-0.05418544	13.88808271	13.37577279	
OLFR1386	0.047638621	5.019738227	5.188595622	
AOAH	-0.44613573	7.800826391	5.723195458	
OLFR1197	0.029444106	4.750422615	4.848576762	
CCT6A	-0.029451511	12.84098366	12.58130034	
E130012A19RIK	0.007343626	8.907239269	8.95274564	
DBX1	0.02375967	4.657720865	4.735229812	
1810013C15RIK	0.026953452	7.887348441	8.036279188	
1600002O04RIK	0.017223545	4.574984598	4.630050259	
OLFR711	0.008954334	4.744515426	4.774116909	
LSM12	-0.03759575	9.80441107	9.551957206	
RPN1	0.076034261	5.585698654	5.888518035	
CILP2	-0.01336862	4.705228944	4.661737462	
TRY10L	0.003788065	4.591371384	4.603469019	
SNAPAP	0.055278858	10.74313623	11.16315291	
KB32P	-0.04916105	4.641826211	4.485981657	
BGN	0.363121983	5.279886407	6.793884853	
TSPAN31	-0.025443555	8.25970189	8.115134912	
MFRP	0.011889486	5.003207926	5.044693304	
OLFR1365	-0.031528711	4.711799845	4.609728851	
H2-M2	0.929803297	5.204595585	9.923889275	
IGFBP5	-0.002465824	4.591503683	4.583645607	
GM817	0.063573235	4.918849881	5.140899087	
LOC621852	0.023913519	4.615434885	4.692743134	
CSH1	0.032763847	4.644280119	4.751188968	
PDCL3	0.269174687	6.315549951	7.613035536	
EDG5	-6.81E-06	8.302266568	8.302227336	
ZFHX2	0.029818042	7.365047557	7.51906333	
2310008H04RIK	-0.205356338	6.562649129	5.690619198	
RPLP1	0.003444664	14.98312605	15.01896729	
OLFR1461	-0.01595964	4.638370559	4.587231899	
C630028N24RIK	-0.17629263	5.831457259	5.15953921	
ASB12	0.072295656	4.606353397	4.843580188	
TSPYL3	-0.676396159	8.620914469	5.390590897	
INPP5A	0.324138033	7.487882189	9.376720425	
TBKBP1	0.050889873	5.173497222	5.359603875	
ANKRD22	-0.048694044	4.815905758	4.6557393	
NPM3-PS1	-0.117962478	12.53127239	11.54663392	
OLFR1012	0.185838184	4.759006122	5.414637823	
BC048562	0.029813867	4.775126098	4.875041472	
6430502M16RIK	0.006810883	4.51786661	4.539292953	
APCDD1	0.00966918	4.611456425	4.642534215	
XLR4A	0.32595543	9.086115378	11.39192873	
KLHL34	-0.000445516	5.811100251	5.809302925	
EG384814	0.15609315	6.679074561	7.443405632	
TIFP39	-0.106054918	5.09373552	4.732009822	
KIF1A	-0.039183777	4.844661597	4.714582859	
HDC	-0.241945047	5.848858143	4.944276789	
OLFR64	0.073910252	5.109389046	5.378493183	
ZFP365	0.133385041	4.841982462	5.311966308	
TMEM56	-0.002507808	4.666500419	4.658378414	
SPACA4	0.08211573	4.96541532	5.256821951	
BC048644	0.114723031	4.915195245	5.322839646	
4932701A20RIK	0.037603813	4.519212497	4.638818307	
YPEL4	0.012630112	4.835534618	4.878141207	
OLFR1331	0.125536958	5.154726037	5.624270313	
6430411K18RIK	-0.007194213	4.538145749	4.515522199	
CYB5	-0.138055101	10.80337093	9.81657955	
9430025C20RIK	0.016399711	4.606707415	4.65948685	
GIYD2	-0.049873049	5.451134701	5.265572614	
EG546400	-0.001223814	4.922196919	4.918014794	
1700045I19RIK	0.00955259	4.821212997	4.853308292	
OTTMUSG00000015643	0.041486979	4.91312452	5.056751977	
OLFR111	-0.01887651	4.715363909	4.653939029	
ITGA1	0.033692087	4.650448804	4.760567775	
RPL36AL	0.025309553	13.86610845	14.11168826	
GUK1	0.086480265	10.98806108	11.667484	
GPSM1	-0.287218517	5.939627816	4.865603835	
DNAHC11	-0.009474748	4.6266892	4.596338005	
2010003J03RIK	0.024570644	8.283331638	8.425785601	
RPRML	0.002045362	4.632893902	4.639480973	
GPR155	0.037672724	4.970451595	5.102217745	
DEFB15	0.120779512	5.19738242	5.652102522	
NLRP4	0.153716532	4.698348741	5.227715561	
EG330513	0.000331544	4.634264963	4.635332377	
XPA	0.083496579	9.591312387	10.16338722	
CPA2	0.093372283	4.610400751	4.919325577	
RPAIN	-0.063797825	9.548622082	9.135137347	
D630044L22RIK	-0.033495039	4.809415037	4.698811625	
TMEM87A	0.061713735	7.212187651	7.527831996	
OLFR1239	-0.076294032	4.770766013	4.524513468	
SLC4A1AP	-0.073608758	9.432724965	8.963025382	
CCL21C	-0.061503657	4.71159851	4.514541851	
SLC44A4	0.384265283	5.1290858	6.697508708	
AI597479	0.035499194	8.194727495	8.399118714	
OLFR417	-0.019178197	4.608510139	4.547521107	
SLC35A2	0.165693415	7.325369451	8.218121202	
DNAJB5	0.064366371	4.761214895	4.978904448	
NPM1	-0.066689173	13.76941695	13.14695533	
SERPINA3K	0.054101158	4.542496615	4.716456909	
CENPP	-0.380847367	8.773518505	6.735622593	
PPIE	0.085046763	8.448010268	8.961598605	
RNF170	0.150980313	6.257860251	6.949353672	
BC048390	0.094063806	5.0880071	5.431472804	
UCHL3	-0.003784503	9.872274496	9.846385111	
GRHL3	-0.060649885	4.727693278	4.532652399	
V1RD6	-0.007878033	4.611514074	4.586346445	
3110001D03RIK	-0.053576276	12.35312332	11.90242379	
AMPD1	-0.009238475	4.850686118	4.819659563	
BC034076	0.049332708	4.612477135	4.773275511	
MLH3	-0.018784835	7.096147458	7.004220531	
LOC546723	-0.052121948	5.164211761	4.980613408	
KATNAL1	0.018026858	5.571684368	5.641866559	
NRG1	0.042404048	4.634186015	4.77271494	
2410025L10RIK	0.14760426	9.241650289	10.23831623	
PPIH	0.04758783	4.824722698	4.986857146	
MYD88	-0.081116499	12.52090679	11.83578921	
GLTP	0.021107135	12.22811247	12.40847653	
DTYMK	-0.038857498	10.57592946	10.29461388	
LSM5	-0.200932015	11.69797419	10.17580113	
IQGAP3	-0.741077427	7.841075959	4.687238853	
CEBPG	0.067996379	5.763718594	6.042357357	
UBL7	0.129751206	9.899983393	10.83256244	
4930555G01RIK	0.022610792	4.676292211	4.750317191	
ESRRA	0.166306705	10.37016728	11.63843711	
2410016O06RIK	-0.017852415	9.107613078	8.995483725	
HAX1	0.136867436	9.311929037	10.23960187	
C130057D23RIK	0.02155477	4.579507204	4.648592124	
DIAP1	-0.221782074	8.519288256	7.303912076	
NLGN2	-0.137625334	5.135114856	4.666982235	
AGTR1A	0.007908893	4.469139483	4.493761674	
DGKQ	0.156750614	6.813789001	7.596979153	
TCFL5	-0.10239569	5.088114304	4.738816568	
PSG23	0.034762035	5.630635018	5.768197933	
SLC25A12	-0.017014797	9.169561924	9.061936287	
1110034A24RIK	-0.180444315	7.42873874	6.554175058	
1500011H22RIK	-0.052525226	8.887036408	8.568941359	
COQ3	0.254951374	6.002874353	7.165136043	
EPHB4	0.095290665	5.09318762	5.441636419	
LAMA1	-0.003827064	4.671366354	4.658964463	
0610013E23RIK	0.042078104	5.764336154	5.935232379	
GM597	0.061175122	4.538715239	4.735743881	
TAAR8B	-0.02150713	4.628005684	4.559376936	
V1RC7	0.019123682	4.63207089	4.694013616	
TMEM16D	0.003386387	4.638521914	4.64944604	
EG629219	-0.014490108	4.70513341	4.658012689	
CAR14	0.156641617	4.75502497	5.301522262	
POP5	-0.023251673	11.66983585	11.48310272	
RPL3	-0.018881647	14.6277286	14.43740171	
SLC35A3	-0.026748895	8.533093376	8.376155933	
WDR51B	-0.0905939	9.724134889	9.131677134	
GPRC5B	0.003658696	5.244655823	5.257998621	
2810432D09RIK	-0.042050136	10.14386277	9.852180281	
SLC5A4A	0.051966178	4.529628917	4.696127966	
NUDT10	-0.037006308	4.661338283	4.543038366	
IGF2BP2	-0.243722729	9.189522599	7.759578133	
BC065085	5.77E-05	4.62587643	4.626061939	
LAMC1	-0.19844571	8.972443263	7.818100118	
OLFR119	-0.053475454	4.994620584	4.812513391	
9430070O13RIK	-0.031003534	4.677952264	4.578282895	
SPRR1A	0.077770108	4.858359212	5.127995863	
2010107G12RIK	-0.049404429	4.890919008	4.725930392	
CDO1	0.005321636	4.804993841	4.822787595	
RILP	-0.020236438	4.959989525	4.890762978	
OLFR1290	-0.033471955	4.790408864	4.680316683	
IL22RA1	-0.073079183	5.628994442	5.350467168	
GGH	-0.013524762	4.645196219	4.601759302	
SNRPG	-0.044857751	12.0167072	11.64851429	
KB16P	0.041080546	4.696037817	4.831967714	
RPS6KA1	-0.297161094	12.57130974	10.22932792	
4932702K14RIK	0.019246572	4.928291122	4.994612822	
GM815	-0.045991005	4.770102709	4.620123299	
DNASE2A	-0.004577701	9.879160239	9.847831457	
RNF123	-0.001855965	5.329802843	5.322937834	
SF3B5	-0.017014468	12.20331783	12.06012572	
SOX3	0.047198007	4.439669391	4.587648443	
TINAGL	-0.089439991	5.008939791	4.707238841	
MREG	0.031545197	4.782559161	4.888504745	
STAT5A	-0.082802675	6.697796494	6.323646048	
EG243881	0.015191787	4.80746975	4.858466432	
4933402J07RIK	-0.058134	4.82631097	4.635303993	
OLFR1133	0.034648531	4.620338722	4.732889527	
OLFR1247	0.01661758	4.564677904	4.617675646	
NDUFC2	0.124043494	12.29099161	13.39543573	
TFG	0.068077027	10.76602008	11.28670061	
TTC29	0.002717753	4.646523622	4.655303862	
TNNI1	0.059655307	4.946319143	5.155558687	
OTTMUSG00000005737	0.02904651	4.542840731	4.63543437	
ATP8B1	0.3973312	4.93503714	6.502956346	
MYLPF	0.135410273	5.663894564	6.222234916	
ARHGAP8	0.017656911	4.535566524	4.591540809	
EG633640	0.566772845	4.762331089	7.058808122	
TMOD1	0.149957717	4.754281005	5.27614583	
D930015E06RIK	-0.28860668	6.497353821	5.317520794	
DEFB12	0.010505352	4.594868882	4.628522792	
RRM1	-0.285617443	11.37824781	9.332809448	
NEUROD4	-0.038335577	4.920709688	4.791415323	
TNPO3	0.080926433	5.21619976	5.51773595	
RAB9B	-0.022516585	4.651306399	4.579120735	
BC057627	-0.071584428	7.591964454	7.223971186	
B3BP	0.190974879	6.687647589	7.635598	
OLFR1030	0.036208264	4.580800372	4.697476727	
XLR4B	0.120896051	4.948336457	5.381744836	
SH2D1B1	-0.529649574	6.49747628	4.49787832	
TMEM170	0.094749297	5.447177362	5.817609591	
GM776	0.095708362	4.900055571	5.236836067	
NUDT21	-0.110529947	8.955219073	8.294014083	
PDCD1LG2	0.034365876	4.627341289	4.739131759	
RNF43	-0.064610834	5.063139505	4.840952319	
GSTA1	-0.028842578	4.674908259	4.5821769	
TMED8	-0.343304904	8.308982342	6.547301137	
RAPGEFL1	-0.039585645	4.888612996	4.756028814	
A030013N09RIK	-0.03004893	4.64182666	4.545938932	
OLFR121	-0.021530144	4.648515522	4.579510078	
THG1L	0.185050086	7.204050933	8.191340265	
PCDHB20	-0.019007833	4.961228752	4.89616127	
C530008M07RIK	-0.01018226	4.590922679	4.558564588	
H2-DMB2	-0.153036609	5.14679152	4.627788766	
A430089I19RIK	0.0312605	4.74553256	4.849700532	
GCET2	-0.013213067	4.682290973	4.639512353	
GPR31C	-0.043315371	4.750852739	4.610037731	
OLFR1287	-0.018997808	4.616286093	4.555765228	
MBD5	0.123208559	4.882680576	5.318884844	
RGS5	-0.02174266	4.715247948	4.644568321	
KRTAP16-9	-0.00763138	4.915863919	4.889876519	
ASAH2	-0.142888769	8.618319402	7.80470175	
FLII	0.15314411	9.249774116	10.28677833	
C1QTNF7	0.003325184	4.632780922	4.64349414	
LGR6	0.011153517	4.602865939	4.638666349	
PCDHAC1	-0.01515051	4.796246573	4.746037711	
GALNTL2	-0.094760786	5.305903275	4.967958038	
FHOD1	0.042312237	10.34480486	10.65299416	
2610034M16RIK	0.133004509	5.604322841	6.146526161	
ITGB8	0.036820579	4.642698446	4.762973293	
SUMO2	-0.111804108	13.04168062	12.06841779	
TREML2	0.052205807	5.179649547	5.370882952	
OLFR1515	0.037392641	4.558049996	4.677995165	
PCDH21	0.027216697	4.669450857	4.758567481	
1810030J14RIK	0.027264352	5.434226792	5.538091262	
LOC625480	-0.028040804	4.702542542	4.611832058	
CTSQ	0.031635714	4.638368733	4.741424911	
IFIT2	-0.556189684	7.398646856	5.028591107	
SSXB10	-0.033080284	4.960226224	4.847558043	
EMILIN2	-0.545093352	12.16048272	8.331004483	
KLRA19	0.113443465	4.7107369	5.096927382	
CEACAM16	0.043533929	4.615900306	4.757616207	
CAPN1	-0.118650363	8.585763943	7.907118809	
B230206H07RIK	-0.044965036	4.70691853	4.562171904	
A130030D10RIK	0.009416345	4.628496253	4.658870331	
D4ST1	-0.065398635	6.492300488	6.204126424	
LOC669555	0.029929547	4.677830722	4.77609828	
HIST1H2AG	-0.416425093	11.35153416	8.502958862	
MRPS7	0.026013031	10.45217355	10.64252648	
KLRA33	0.05296332	4.570347895	4.741623412	
SYNC	0.277723549	4.559895833	5.529995597	
PDZD8	-0.137203709	6.94377079	6.312923676	
RNF133	-0.06672675	4.794221466	4.577079488	
ZFP109	-0.008693342	4.876670781	4.847313387	
ZCWPW1	-0.161242679	6.018023007	5.380586486	
OLFR1056	-0.013406964	4.725336036	4.6815344	
MOS	0.110302777	4.780714471	5.161359526	
ABCE1	-0.171334802	8.485733491	7.534387131	
TMEM45A	0.020464655	4.597278269	4.663098318	
1500031L02RIK	-0.150247708	9.928650434	8.945675494	
MMP27	-0.059405044	4.825077555	4.63002953	
CLPP	0.127275803	9.021569569	9.854545174	
PRIM2	-0.161207555	8.542152866	7.63798708	
PRMT5	-0.06407096	9.818625524	9.391680919	
OLFR138	0.001947131	4.644326554	4.650612498	
GM1141	0.254605	5.547139886	6.619718237	
TAAR8C	-0.033636732	4.707511974	4.598794522	
D12ERTD553E	0.038248267	10.45436136	10.7354994	
TIMM8A2	-0.025587045	4.739943082	4.656442701	
SETD6	-0.077497762	8.346140918	7.909114174	
TRUB2	-0.074958575	12.18466472	11.56724129	
APITD1	-0.37668885	9.098838991	7.005657561	
SIX3	0.004201893	4.616497637	4.629992093	
BC051628	0.02041804	4.760057909	4.82804712	
5430420C16RIK	-0.072709508	5.411651912	5.145180643	
PLVAP	0.476930955	4.679554025	6.516826478	
ZFP667	0.016876321	5.353406853	5.416515169	
BC048546	0.05898267	4.630300873	4.823944876	
HAL	0.011853449	4.811649397	4.851428151	
OLFR457	0.041420951	4.588760076	4.722707902	
DEFA-PS1	-0.047504778	4.698463762	4.545949161	
NLE1	-0.093645784	8.755526665	8.204626566	
AA792892	-0.036212931	5.115194658	4.988148858	
AP1M1	0.01728931	11.04918757	11.1825186	
TRIM75	-0.000460474	4.710782824	4.709276302	
CNTNAP5A	0.042001958	4.631033383	4.768136383	
LY6E	-0.20525689	10.3982825	9.017980044	
OLFR242	0.077106649	4.971936897	5.245446707	
HSF5	-0.009579266	4.665260567	4.634320411	
PHF23	0.091646286	7.482160853	7.973537582	
ZFP787	0.285332052	6.778263681	8.262793995	
KRT36	-0.164549319	5.271431025	4.702130739	
NDUFV2	0.119198856	12.62752327	13.71601279	
HIST4H4	0.095661061	4.692439526	5.014814897	
E130009J12RIK	-0.000676227	4.632398138	4.63022264	
LOC631002	0.024556119	4.567265251	4.645841733	
PECI	0.172578148	9.407480744	10.60416758	
D15WSU169E	0.089373515	6.417102748	6.827846571	
CDH12	0.015637683	4.670019541	4.721023204	
ZFAT1	0.065076101	5.554292868	5.811030017	
SCLT1	0.082076034	5.615312465	5.944619276	
BIRC1B	-0.276556534	8.612024925	7.107991447	
SNTG2	-0.023395808	4.658538686	4.583440783	
OLFR51	0.106324239	4.862084686	5.234711622	
GM851	-0.004441193	4.664411027	4.650043443	
GM1322	0.048914018	4.846394547	5.013871812	
GPR150	-0.013326401	4.751403231	4.707623909	
BC011487	0.034607411	4.566940641	4.678059864	
BUB1B	-0.277919093	8.947723083	7.378149066	
1700049G17RIK	-0.045565284	4.927310222	4.773809737	
OLFR339	-0.004607837	4.663946353	4.649042005	
MRGPRB8	0.012848136	4.642878907	4.684500875	
TRIM38	0.056611172	4.67271954	4.860121636	
TUBA1B	-0.075295949	15.03975091	14.27443189	
GIP	0.06769503	5.388520646	5.647870478	
A530098C11RIK	0.028249544	4.674153406	4.766778131	
PDSS1	-0.034357767	8.686400931	8.481742874	
OLFR173	-0.011625989	4.630853541	4.593605406	
THYN1	-0.080425803	12.09927485	11.44269138	
KLHL32	0.112646382	4.864395036	5.260243277	
2310056P07RIK	0.020860799	11.25464417	11.41870977	
H2-M9	-0.007318885	4.749369065	4.725285618	
ZFP382	-0.333731502	6.258437995	4.963889602	
RUTBC3	0.39052383	7.68778065	10.0807842	
C330001K17RIK	-0.01821065	4.699572001	4.640498289	
TMEPAI	0.004978639	5.21288939	5.23094435	
TMEM171	-0.542475121	7.018170205	4.815485192	
PRAMEL4	-0.003892422	4.575766214	4.563410394	
TMEM65	0.234464947	11.27633748	13.26804127	
